sentence,label,words
Q：我猜中了过程却没有猜中结局！好悲催的小白兔啊。    A：别悲催了，悲催的结局是被催。,4,Q ： 我 猜中 了 过程 却 没有 猜中 结局 ！ 好悲 催 的 小白兔 啊 。 A ： 别悲 催 了 ， 悲 催 的 结局 是 被 催 。
Q：我猜中了过程却没有猜中结局！好悲催的小白兔啊。    A：最悲催的就是本来不可爱还非得装可爱装不下去了2面3刀的嘴脸就露出来了,1,Q ： 我 猜中 了 过程 却 没有 猜中 结局 ！ 好悲 催 的 小白兔 啊 。 A ： 最悲 催 的 就是 本来 不 可爱 还 非得 装 可爱 装 不 下去 了 2 面 3 刀
Q：我的晚餐！口水口水嘻嘻！    A：口水比较俗.,3,Q ： 我 的 晚餐 ！ 口水 口水 嘻嘻 ！ A ： 口水 比较 俗 .
Q：我的小伙伴们最近几天总被骂，我很难过。    A：我也很难过。,4,Q ： 我 的 小伙伴 们 最近 几天 总 被 骂 ， 我 很 难过 。 A ： 我 也 很 难过 。
Q：我们那纯真的童年已经回不去了。    A：回不去了，都回不去了啊,4,Q ： 我们 那 纯真 的 童年 已经 回不去 了 。 A ： 回不去 了 ， 都 回不去 了 啊
Q：我能想到最烂漫的事，是和你一起玩躲猫猫。    A：我现在最喜欢玩~,3,Q ： 我能 想到 最 烂漫 的 事 ， 是 和 你 一起 玩 躲猫猫 。 A ： 我 现在 最 喜欢 玩 ~
Q：我讨厌那些瘦子说他们自己胖。    A：最讨厌瘦子说我不胖,1,Q ： 我 讨厌 那些 瘦子 说 他们 自己 胖 。 A ： 最 讨厌 瘦子 说 我 不 胖
Q：我特喜欢看各个城市老太太们跳广场舞    A：我也喜欢看,3,Q ： 我特 喜欢 看 各个 城市 老太太 们 跳 广场 舞 A ： 我 也 喜欢 看
Q：我要的爱，无非就是你一直在。    A：是啊，我爱你，我爱你，爱你爱我爱你,3,Q ： 我要 的 爱 ， 无非 就是 你 一直 在 。 A ： 是 啊 ， 我爱你 ， 我爱你 ， 爱 你 爱 我爱你
Q：我要的爱，无非就是你一直在。    A：我已经不爱,4,Q ： 我要 的 爱 ， 无非 就是 你 一直 在 。 A ： 我 已经 不爱
Q：无言结局，有可奈何，曲终人散，谁的过错。    A：没有，已经曲终人散了,4,Q ： 无言 结局 ， 有 可 奈何 ， 曲终人散 ， 谁 的 过错 。 A ： 没有 ， 已经 曲终人散 了
Q：五一劳动节获得了特别礼物，淡定地得瑟一下下，嘿嘿。    A：难得低调下下哈哈,3,Q ： 五一劳动节 获得 了 特别 礼物 ， 淡定 地得瑟 一下下 ， 嘿嘿 。 A ： 难得 低调 下 下 哈哈
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：哈哈是的呀气候宜人,2,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 哈哈 是 的 呀 气候宜人
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：台北清爽宜人！,3,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 台北 清爽 宜人 ！
Q：午后的台中，气候宜人，晒晒太阳，难得清净悠闲一会儿。    A：现在是一年中少有的宜人温度，但悲催的是伴随沙尘暴,4,Q ： 午后 的 台 中 ， 气候宜人 ， 晒 晒太阳 ， 难得 清净 悠闲 一会儿 。 A ： 现在 是 一年 中 少有 的 宜人 温度 ， 但 悲 催 的 是 伴随 沙尘暴
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：恩哼~而且我一年四季喜欢盖着被子睡哈哈,3,Q ： 夏天 盖 着 被子 吹 空调 。 真 有种 穷人 罪恶 的 奢侈 感 呢 。 A ： 恩 哼 ~ 而且 我 一年四季 喜欢 盖 着 被子 睡 哈哈
Q：夏天盖着被子吹空调。真有种穷人罪恶的奢侈感呢。    A：是啊罪恶的要死！,0,Q ： 夏天 盖 着 被子 吹 空调 。 真 有种 穷人 罪恶 的 奢侈 感 呢 。 A ： 是 啊 罪恶 的 要死 ！
Q：现在的骗子都这么强势么？改抢劫还差不多。    A：抢劫呢？弄死他！,0,Q ： 现在 的 骗子 都 这么 强势 么 ？ 改 抢劫 还 差不多 。 A ： 抢劫 呢 ？ 弄死 他 ！
Q：现在的骗子都这么强势么？改抢劫还差不多。    A：我们都没想到啊。可怜的孩子，我也不知道。,4,Q ： 现在 的 骗子 都 这么 强势 么 ？ 改 抢劫 还 差不多 。 A ： 我们 都 没想到 啊 。 可怜 的 孩子 ， 我 也 不 知道 。
Q：现在人都怎么了。出名就这么重要？    A：都出名了啊！哎，我先看到还觉得很可怜。,4,Q ： 现在 人 都 怎么 了 。 出名 就 这么 重要 ？ A ： 都 出名 了 啊 ！ 哎 ， 我先 看到 还 觉得 很 可怜 。
Q：小眼睛好纯洁啊！圆嘟嘟的。    A：人家脸不圆好不好。只是角度问题啦。,1,Q ： 小 眼睛 好 纯洁 啊 ！ 圆 嘟嘟 的 。 A ： 人家 脸不圆 好不好 。 只是 角度 问题 啦 。
Q：心累了，不如出去走走。    A：累，心很累.,4,Q ： 心累 了 ， 不如 出去 走走 。 A ： 累 ， 心 很 累 .
Q：心情终于好了，中午吃到鸡蛋了    A：很好！有鸡蛋啊！,3,Q ： 心情 终于 好 了 ， 中午 吃 到 鸡蛋 了 A ： 很 好 ！ 有 鸡蛋 啊 ！
"Q：心情终于好了，中午吃到鸡蛋了    A：心情好,胃口好",2,"Q ： 心情 终于 好 了 ， 中午 吃 到 鸡蛋 了 A ： 心情 好 , 胃口 好"
Q：悬水而居，实在是太悠闲了…    A：才不悠闲呢，感觉心累，以前是身累，哈哈,4,Q ： 悬水 而 居 ， 实在 是 太 悠闲 了 … A ： 才 不 悠闲 呢 ， 感觉 心累 ， 以前 是 身累 ， 哈哈
Q：悬水而居，实在是太悠闲了…    A：真是悠闲自得啊~,2,Q ： 悬水 而 居 ， 实在 是 太 悠闲 了 … A ： 真是 悠闲自得 啊 ~
Q：训练结束，冬至啦！回家吃老妈给包的饺子去喽?    A：我饺子包得不错呢！,3,Q ： 训练 结束 ， 冬至 啦 ！ 回家 吃 老妈 给 包 的 饺子 去 喽  ? A ： 我 饺子 包得 不错 呢 ！
Q：要是没有这些闲人，这个世界该多么无聊啊！    A：寂寞无聊中的无聊寂寞,4,Q ： 要是 没有 这些 闲人 ， 这个 世界 该 多么 无聊 啊 ！ A ： 寂寞 无聊 中 的 无聊 寂寞
Q：夜逛三里屯，各种体验一下下哈哈。    A：哈哈，去体验一下,2,Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 哈哈 ， 去 体验 一下
Q：夜逛三里屯，各种体验一下下哈哈。    A：越夜越精彩！哈哈,3,Q ： 夜逛 三里屯 ， 各种 体验 一下下 哈哈 。 A ： 越夜 越 精彩 ！ 哈哈
Q：一代又一代，从小就受这样教育，社会能不充满唳气么？    A：无用的教育体制害了几代人！,0,Q ： 一代 又 一代 ， 从小 就 受 这样 教育 ， 社会 能 不 充满 唳 气 么 ？ A ： 无用 的 教育体制 害 了 几代人 ！
Q：一个苦力这样被打，有些人不是人。    A：是啊可是我不会打,4,Q ： 一个 苦力 这样 被 打 ， 有些 人 不是 人 。 A ： 是 啊 可是 我 不会 打
Q：一个苦力这样被打，有些人不是人。    A：这样打，太伤自尊了,1,Q ： 一个 苦力 这样 被 打 ， 有些 人 不是 人 。 A ： 这样 打 ， 太 伤自尊了
Q：一想到今天其实是周三伪装成的周五。那个心痛啊！    A：好吧一起来吧一起来伪装内心的痛苦吧,4,Q ： 一 想到 今天 其实 是 周三 伪装成 的 周五 。 那个 心痛 啊 ！ A ： 好 吧 一 起来 吧 一 起来 伪装 内心 的 痛苦 吧
Q：一想到明天马上十一了，就忍不住高兴成这个傻样。    A：绝对开心就成,2,Q ： 一 想到 明天 马上 十一 了 ， 就 忍不住 高兴 成 这个 傻样 。 A ： 绝对 开心 就 成
Q：一阵风吹过，试图带走我眼角的泪！    A：两行泪啊！,4,Q ： 一阵风 吹过 ， 试图 带走 我 眼角 的 泪 ！ A ： 两行 泪 啊 ！
Q：意大利的小巷，充塞其中的是浓郁的咖啡香。    A：而且超浓郁很香的,3,Q ： 意大利 的 小巷 ， 充塞 其中 的 是 浓郁 的 咖啡 香 。 A ： 而且 超 浓郁 很香 的
Q：意大利的小巷，充塞其中的是浓郁的咖啡香。    A：哈好次，很浓郁,2,Q ： 意大利 的 小巷 ， 充塞 其中 的 是 浓郁 的 咖啡 香 。 A ： 哈好次 ， 很 浓郁
Q：萤火虫之夏。真的好美！    A：美美真的很美,2,Q ： 萤火虫 之夏 。 真的 好美 ！ A ： 美美 真的 很 美
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：好好吃啊！家乡的味道！,3,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 好 好吃 啊 ！ 家乡 的 味道 ！
Q：赢了。明天终于回家了，可以吃美味的家乡料理了，呵呵！    A：呵呵…家乡的味道难忘啊！,2,Q ： 赢 了 。 明天 终于 回家 了 ， 可以 吃 美味 的 家乡 料理 了 ， 呵呵 ！ A ： 呵呵 … 家乡 的 味道 难忘 啊 ！
Q：忧愁，无法入睡，革命在低谷。    A：无法入睡，痛苦着,4,Q ： 忧愁 ， 无法 入睡 ， 革命 在 低谷 。 A ： 无法 入睡 ， 痛苦 着
Q：有年头没见到这么精彩的广告了-_-o    A：哈哈很精彩,2,Q ： 有 年头 没 见到 这么 精彩 的 广告 了 -_- o A ： 哈哈 很 精彩
Q：有年头没见到这么精彩的广告了-_-o    A：有更精彩的了,3,Q ： 有 年头 没 见到 这么 精彩 的 广告 了 -_- o A ： 有 更 精彩 的 了
Q：有时候讨厌一个人不是因为他多坏，而是因为他是个傻逼。    A：讨厌死他！,0,Q ： 有时候 讨厌 一个 人 不是 因为 他 多坏 ， 而是 因为 他 是 个 傻 逼 。 A ： 讨厌 死 他 ！
Q：有时候讨厌一个人不是因为他多坏，而是因为他是个傻逼。    A：讨厌他就是讨厌他,1,Q ： 有时候 讨厌 一个 人 不是 因为 他 多坏 ， 而是 因为 他 是 个 傻 逼 。 A ： 讨厌 他 就是 讨厌 他
Q：有些人就是意识不到他们的语言有多么伤人。    A：伤人害己！,0,Q ： 有些 人 就是 意识 不到 他们 的 语言 有 多么 伤人 。 A ： 伤人 害己 ！
Q：有些事，想多了头疼，想通了心疼。    A：心疼，好难受！,4,Q ： 有些 事 ， 想 多 了 头疼 ， 想通 了 心疼 。 A ： 心疼 ， 好 难受 ！
Q：又堵上了。早高峰不堵，现在却堵？！上海真是一座神奇的城市。    A：就是堵的难受，小压抑。哎！,4,Q ： 又 堵 上 了 。 早 高峰 不堵 ， 现在 却 堵 ？ ！ 上海 真是 一座 神奇 的 城市 。 A ： 就是 堵 的 难受 ， 小 压抑 。 哎 ！
Q：又堵上了。早高峰不堵，现在却堵？！上海真是一座神奇的城市。    A：是啊。堵堵更健康！,1,Q ： 又 堵 上 了 。 早 高峰 不堵 ， 现在 却 堵 ？ ！ 上海 真是 一座 神奇 的 城市 。 A ： 是 啊 。 堵堵 更 健康 ！
Q：又受伤了！为什么，受伤的总是我？    A：受伤的是我你闹什么！,0,Q ： 又 受伤 了 ！ 为什么 ， 受伤 的 总是 我 ？ A ： 受伤 的 是 我 你 闹 什么 ！
Q：原来这种脑残项目也有比赛？！    A：错！是脑残片！,0,Q ： 原来 这种 脑残 项目 也 有 比赛 ？ ！ A ： 错 ！ 是 脑 残片 ！
Q：晕，不带这样骂人滴……    A：不带你这样骂人滴！,1,Q ： 晕 ， 不带 这样 骂人 滴 … … A ： 不带 你 这样 骂人 滴 ！
Q：晕，不带这样骂人滴……    A：是啊，我很久不骂人了，今天也没大忍住！,4,Q ： 晕 ， 不带 这样 骂人 滴 … … A ： 是 啊 ， 我 很 久 不 骂人 了 ， 今天 也 没大 忍住 ！
"Q：晕，不带这样骂人滴……    A：我没骂人,我说的是事实！",0,"Q ： 晕 ， 不带 这样 骂人 滴 … … A ： 我 没 骂人 , 我 说 的 是 事实 ！"
Q：仔仔在签名呢老开心啦，看着仔仔这么有出息我心里很是欣慰啊！    A：是啊你爸爸我很开心啊很欣慰啊,2,Q ： 仔仔 在 签名 呢 老 开心 啦 ， 看着 仔仔 这么 有 出息 我 心里 很 是 欣慰 啊 ！ A ： 是 啊 你 爸爸 我 很 开心 啊 很 欣慰 啊
Q：仔仔在签名呢老开心啦，看着仔仔这么有出息我心里很是欣慰啊！    A：希望她开心就好啦！,3,Q ： 仔仔 在 签名 呢 老 开心 啦 ， 看着 仔仔 这么 有 出息 我 心里 很 是 欣慰 啊 ！ A ： 希望 她 开心 就 好 啦 ！
Q：怎么电视真人秀里面的男人都那么娘呢？疯了。    A：现在的男人都是杂了，娘的不行不行滴,1,Q ： 怎么 电视 真人秀 里面 的 男人 都 那么 娘 呢 ？ 疯 了 。 A ： 现在 的 男人 都 是 杂 了 ， 娘 的 不行 不行 滴
Q：怎么用微信的人，声音都变得发嗲了？    A：发嗲？这说的是我吗！,0,Q ： 怎么 用 微信 的 人 ， 声音 都 变得 发嗲 了 ？ A ： 发嗲 ？ 这 说 的 是 我 吗 ！
Q：怎么用微信的人，声音都变得发嗲了？    A：没有啦，就是喜欢发嗲！,3,Q ： 怎么 用 微信 的 人 ， 声音 都 变得 发嗲 了 ？ A ： 没有 啦 ， 就是 喜欢 发嗲 ！
Q：这个设计好哦，不是一般地节省空间啊！    A：是呀，设计真的是无限的哦！,3,Q ： 这个 设计 好 哦 ， 不是 一般 地 节省 空间 啊 ！ A ： 是 呀 ， 设计 真的 是 无限 的 哦 ！
Q：这个世界上只有骗子是真心的。因为他是真心骗你的！    A：唉！有人觉得我是骗子,4,Q ： 这个 世界 上 只有 骗子 是 真心 的 。 因为 他 是 真心 骗 你 的 ！ A ： 唉 ！ 有人 觉得 我 是 骗子
Q：这家伙的父母有点懒得过分了    A：是的，这家伙老懒了,1,Q ： 这 家伙 的 父母 有点 懒得 过分 了 A ： 是 的 ， 这 家伙 老懒 了
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：满意就好…嘻嘻…,2,Q ： 这 款 之前 帮诚品 书店 设计 的 公仔 。 自己 就 比较满意 。 呵呵 。 A ： 满意 就 好 … 嘻嘻 …
Q：这款之前帮诚品书店设计的公仔。自己就比较满意。呵呵。    A：谢谢你，诚品是很好的书店。,3,Q ： 这 款 之前 帮诚品 书店 设计 的 公仔 。 自己 就 比较满意 。 呵呵 。 A ： 谢谢 你 ， 诚品 是 很 好 的 书店 。
Q：这是赤果果的侮辱小偷智商啊！    A：啊，小偷还有这智商！,0,Q ： 这是 赤果果 的 侮辱 小偷 智商 啊 ！ A ： 啊 ， 小偷 还有 这 智商 ！
Q：这是厦门大学的校园，美得象一幅山水画。    A：嗯，咱们美丽的校园！,3,Q ： 这是 厦门大学 的 校园 ， 美得象 一幅 山水画 。 A ： 嗯 ， 咱们 美丽 的 校园 ！
Q：这是厦门大学的校园，美得象一幅山水画。    A：哈哈，丰富的校园生活~,2,Q ： 这是 厦门大学 的 校园 ， 美得象 一幅 山水画 。 A ： 哈哈 ， 丰富 的 校园生活 ~
Q：这是神马坑爹的捐款？    A：坑的就是爹！,0,Q ： 这 是 神 马坑 爹 的 捐款 ？ A ： 坑 的 就是 爹 ！
Q：这些蛋糕真的可以吃么，精美得媲美艺术品了。    A：精美的电子月饼,3,Q ： 这些 蛋糕 真的 可以 吃 么 ， 精美 得 媲美 艺术品 了 。 A ： 精美 的 电子 月饼
Q：这些年你过的好不好，心中是否有烦恼？    A：其实我也有我的烦恼~,4,Q ： 这些 年 你 过 的 好不好 ， 心中 是否 有 烦恼 ？ A ： 其实 我 也 有 我 的 烦恼 ~
Q：这心态，这胆量，佩服佩服！    A：有胆量，有女侠的风范。,3,Q ： 这 心态 ， 这 胆量 ， 佩服 佩服 ！ A ： 有 胆量 ， 有 女侠 的 风范 。
Q：这张照片抓拍得太好了！    A：嘿嘿~抓拍的好~,2,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 嘿嘿 ~ 抓拍 的 好 ~
Q：这张照片抓拍得太好了！    A：抓拍的好，哈哈,3,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 抓拍 的 好 ， 哈哈
Q：这张照片抓拍得太好了！    A：抓拍是毛？抓到了再拍？你们这个话题也忒无趣了。,1,Q ： 这张 照片 抓拍 得 太好了 ！ A ： 抓拍 是 毛 ？ 抓到 了 再 拍 ？ 你们 这个 话题 也 忒 无趣 了 。
"Q：真是美好如童话般的天气啊！    A：哈哈,童话世界.",2,"Q ： 真是 美好 如 童话般 的 天气 啊 ！ A ： 哈哈 , 童话世界 ."
Q：真是丧心病狂，毫无人性。    A：是的，丧心病狂的杀人犯！,0,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 是 的 ， 丧心病狂 的 杀人犯 ！
Q：真是丧心病狂，毫无人性。    A：无人性的匪徒,1,Q ： 真是 丧心病狂 ， 毫无 人性 。 A ： 无人性 的 匪徒
Q：中国这帮历史的罪人，终有一天会被人民清算。    A：把中华拖入战争的才是罪人啊！,0,Q ： 中国 这帮 历史 的 罪人 ， 终 有 一天 会 被 人民 清算 。 A ： 把 中华 拖入 战争 的 才 是 罪人 啊 ！
Q：终于登机啦！三亚的花开得再娇艳些吧！    A：娇艳倏忽去，清香弥久留。,3,Q ： 终于 登机 啦 ！ 三亚 的 花开 得 再 娇艳 些 吧 ！ A ： 娇艳 倏忽 去 ， 清香 弥 久留 。
Q：终于登机啦！三亚的花开得再娇艳些吧！    A：姐登机了，好欢乐啊好欢乐,2,Q ： 终于 登机 啦 ！ 三亚 的 花开 得 再 娇艳 些 吧 ！ A ： 姐 登机 了 ， 好 欢乐 啊 好 欢乐
Q：终于回来了，还是家舒服啊    A：还是回来比较好~,3,Q ： 终于 回来 了 ， 还是 家 舒服 啊 A ： 还是 回来 比较 好 ~
